wikiname;variations;author;author_firstname;wikiID;freq;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
THE_HAUNTED_MAN_AND_THE_GHOST'S_BARGAIN;['The Haunted Man'];Dickens;Charles;Q3795070;4;644;1848;(['speculative/fantastic fiction novel'], []);Gutenberg-US;the haunted man and the ghost's bargain;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles dickens;charles dickens;1;100
THE_HEART_OF_MIDLOTHIAN;['Heart of Midlothian', 'The Heart of Mid-Lothian', 'The Heart of Midlothian'];Scott;Walter;Q2091094;12;6944;1818;(['historical novel'], ['novel']);Gutenberg-US;the heart of midlothian;the heart of midlothian;1;100;walter scott;walter scott;1;100
THE_HEAVENLY_TWINS;['The Heavenly Twins'];Grand;Sarah;noWikiID;21;8676;1893;novel;Gutenberg-US;the heavenly twins;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;sarah grand;sarah garland;0;91.66666667
THE_HEIR_OF_REDCLYFFE;['The Heir of Redclyffe'];Yonge;Charlotte;Q7739314;6;2505;1853;(['romantic fiction'], ['novel']);Gutenberg-US;the heir of redclyffe;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charlotte yonge;charlotte young;0;93.33333333
THE_HERO;['The Hero'];Maugham;William Somerset;noWikiID;1;27063;1901;nove;Gutenberg-US;the hero;arms and the man, the devil's disciple, caesar and cleopatra;0;85.5;william somerset maugham;william somner;0;86.66666667
THE_HEROINE;['The Heroine'];Barrett;Eaton Stannard;noWikiID;3;43065;1813;novel;Gutenberg-US;the heroine;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;eaton stannard barrett;jim eaton;0;85.5
THE_HILL;['The Hill'];Vachell;Horace Annesley;noWikiID;1;23154;1905;children's book;Gutenberg-US;the hill;plain tales from the hills;0;90;horace annesley vachell;horace;0;90
THE_HILL_OF_DREAMS;['The Hill of Dreams', 'The Hills of Dreams'];Machen;Arthur;Q1394147;2;13969;1907;(['autobiographical novel'], []);Gutenberg-US;the hill of dreams;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;arthur machen;arthur machen;1;100
THE_HISTORY_AND_REMARKABLE_LIFE_OF_THE_TRULY_HONOURABLE_COL;['The History and Remarkable Life of the Truly Honourable Col'];Defoe;Daniel;noWikiID;1;52603;1722;novel;Gutenberg-US;the history and remarkable life of the truly honourable col;the road to wigan pier;0;85.5;daniel defoe;daniel defoe, ?;1;88.88888889
THE_HISTORY_OF_EMILY_MONTAGUE;['The History of Emily Montague', 'History of Emily Montague'];Mandeville;Julia;Q42191035;6;16300;1769;(['epistolary novel', 'sentimental novel'], ['novel']);Gutenberg-US;the history of emily montague;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;julia mandeville;julia neville;0;89.65517241
THE_HISTORY_OF_JACK_CONNOR;['The History of Jack Connor'];Chaigneau;William;noWikiID;6;ECCO;1752;;ECCO;the history of jack connor;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william chaigneau;william morgan, , cartographer;0;85.5
THE_HISTORY_OF_LITTLE_GOODY_TWO-SHOES;['Goody Two-Shoes', 'The History of Little Goody Two-Shoes', 'Little Goody Two-Shoes', 'History of Little Goody Two-Shoes'];Newbery;John;Q12060236;16;37877;1765;children's book;Gutenberg-US;the history of little goody two-shoes;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;john newbery;john s cooper, (john steel);0;85.5
THE_HISTORY_OF_MISS_BETSY_THOUGHTLESS;['The History of Miss Betsy Thoughtless'];Haywood;Eliza;noWikiID;4;46346;1751;novel;Gutenberg-US;the history of miss betsy thoughtless;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;eliza haywood;eliza fowler haywood, ?;1;85.5
THE_HISTORY_OF_MR_POLLY;['The History of Mr. Polly', 'Mr. Polly', 'The History of Mr Polly'];Wells;H. G. ;Q2507552;3;7308;1910;(['comedy'], ['novel']);Gutenberg-US;the history of mr polly;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g.  wells;h. l mencken, (henry louis);0;85.5
THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA;['The History of Rasselas, Prince of Abyssinia', 'Rasselas'];Johnson;Samuel;Q3419875;37;652;1759;(['apologue'], ['novel', 'novella']);Gutenberg-US;the history of rasselas, prince of abyssinia;the history of rasselas, prince of abissinia;1;97.72727273;samuel johnson;samuel johnson;1;100
THE_HISTORY_OF_SANDFORD_AND_MERTON;['Sandford and Merton', 'The History of Sandford and Merton'];Day;Thomas;Q7739806;4;30274;1783;children's book;Gutenberg-US;the history of sandford and merton;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;thomas day;thomas k. day;1;95
THE_HISTORY_OF_SIR_CHARLES_GRANDISON;['Charles Grandison', 'The History of Sir Charles Grandison'];Richardson;Samuel;Q3521260;2;ebooks@adelaide;1753;(['epistolary novel'], []);ebooks@adelaide;the history of sir charles grandison;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;samuel richardson;samuel richardson;1;100
THE_HISTORY_OF_THE_COUNTESS_OF_DELLWYN;['The History of the Countess of Dellwyn'];Fielding;Sarah;Q19902681;4;pdf;1759;([], ['novel']);PDF;the history of the countess of dellwyn;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;sarah fielding;sarah cooper, (writer on leadership), creator;0;85.5
THE_HISTORY_OF_THE_FAIRCHILD_FAMILY;['The History of the Fairchild Family'];Sherwood;Mary Martha;Q7739822;3;29725;1810;children's book;Gutenberg-US;the history of the fairchild family;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;mary martha sherwood;mary k. stohr;0;85.5
THE_HISTORY_OF_THE_NUN;['The History of the Nun: or, the Fair Vow-Breaker'];Behn;Aphra;Q7739821;1;pdf;1689;([], ['short story']);PDF;the history of the nun;the nun;0;90;aphra behn;aphra behn;1;100
THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING;['The History of Tom Jones, A Foundling', 'Tom Jones', 'The History of Tom Jones, a Foundling'];Fielding;Henry;Q248096;14;6593;1749;(['Bildungsroman', 'picaresque novel'], ['novel']);Gutenberg-US;the history of tom jones, a foundling;tom jones;1;90;henry fielding;henry fielding;1;100
THE_HORRORS_OF_OAKENDALE_ABBEY;['The Horrors of Oakendale Abbey'];Carlisle;Anthony;Q7740333;1;https://ota.bodleian.ox.ac.uk/repository/xmlui/handle/20.500.12024/N26780;1797;(['Gothic fiction'], ['novel']);https://ota.bodleian.ox.ac.uk/repository/xmlui/handle/20.500.12024/N26780;the horrors of oakendale abbey;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;anthony carlisle;anthony beeson,  compiler;0;85.5
THE_HOUND_OF_THE_BASKERVILLES;['The Hound of the Baskervilles'];Doyle;Arthur Conan;Q45192;8;2852;1901;(['detective fiction', 'crime fiction', 'mystery fiction'], ['novel']);Gutenberg-US;the hound of the baskervilles;the hound of the baskervilles;1;100;arthur conan doyle;arthur conan doyle;1;100
THE_HOUSE_BY_THE_CHURCHYARD;['The House by the Churchyard', 'The House by the Churchyard by London'];Sheridan Le Fanu;Joseph;Q4165605;3;17769;1863;([], ['novel']);Gutenberg-US;the house by the churchyard;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph sheridan le fanu;joseph sheridan le fanu;1;100
THE_HOUSE_ON_THE_BORDERLAND;['The House on the Borderland', 'The House on the Border Land'];Hodgson;William Hope;Q740473;2;10002;1908;(['horror fiction', 'fantasy'], ['novel']);Gutenberg-US;the house on the borderland;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william hope hodgson;william hope hodgson;1;100
THE_HOUSE_WITH_THE_GREEN_SHUTTERS;['The House with the Green Shutters'];Douglas;George;Q7740720;1;25876;1901;([], ['novel']);Gutenberg-US;the house with the green shutters;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george douglas;george wing, (george douglas);0;90
THE_INHERITORS_(CONRAD_AND_FORD_NOVEL);['The Inheritors'];Conrad/Huefer;Joseph/Ford M.;Q7742035;2;14888;1901;([], ['novel']);Gutenberg-US;the inheritors (conrad and ford novel);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph/ford m. conrad/huefer;jean m. malone;0;85.5
THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO;['The Interesting Narrative of the Life of Olaudah Equiano', 'The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African', 'The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa'];Equiano;Olaudah;Q7742270;5;15399;1789;(['autobiography'], []);Gutenberg-US;the interesting narrative of the life of olaudah equiano;the road to wigan pier;0;85.5;olaudah equiano;olaudah equiano;1;100
THE_INTERPRETERS;['The Interpreters'];Whyte-Melville;George J. ;noWikiID;5;40660;1857;novel;Gutenberg-US;the interpreters;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george j.  whyte-melville;carl j. couch;0;85.5
THE_INVISIBLE_MAN;['The Invisible Man'];Wells;H. G. ;Q1539509;6;5230;1897;(['science fiction'], ['novel']);Gutenberg-US;the invisible man;the invisible man: a grotesque romance;1;90;h. g.  wells;h. l mencken, (henry louis);0;85.5
THE_ISLAND_OF_DOCTOR_MOREAU;['The Island of Dr. Moreau', 'Island of Dr. Moreau', 'The Island of Doctor Moreau', 'The Island of Dr Moreau'];Wells;H. G. ;Q718268;17;159;1896;(['science fiction'], ['novel']);Gutenberg-US;the island of doctor moreau;the island of doctor moreau;1;100;h. g.  wells;h. l mencken, (henry louis);0;85.5
THE_ITALIAN_(RADCLIFFE_NOVEL);['The Italian'];Radcliffe;Ann;Q3204370;12;ebooks@adelaide;1797;(['sentimental novel', 'romantic fiction', 'thriller', 'Gothic fiction'], ['novel']);ebooks@adelaide;the italian (radcliffe novel);the italian;1;90;ann radcliffe;anthony radcliffe;0;86.66666667
THE_JOLLY_CORNER;['The Jolly Corner'];James;Henry;Q15240001;1;1190;1908;([], ['short story']);Gutenberg-US;the jolly corner;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry james;henry james;1;100
THE_JUNGLE_BOOK;['Jungle Books', 'The Jungle Book', 'The White Seal'];Kipling;Rudyard;Q189509;10;35997;1894;(['didactic literature', 'narration'], []);Gutenberg-US;the jungle book;the jungle books;1;96.77419355;rudyard kipling;rudyard kipling;1;100
THE_KELLYS_AND_THE_O'KELLYS;"[""The Kellys and the O'Kellys""]";Trollope;Anthony;Q7744082;1;4917;1848;([], ['novel']);Gutenberg-US;the kellys and the o'kellys;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;anthony trollope;anthony trollope;1;100
THE_KING_AND_QUEEN_OF_HEARTS;['The King and Queen of Hearts'];Collins;Wilkie;noWikiID;1;1917;1859;short stories;Gutenberg-US;the king and queen of hearts;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;wilkie collins;wilkie collins;1;100
THE_KING_OF_THE_GOLDEN_RIVER;['The King of the Golden River'];Ruskin;John;Q14476439;3;701;1842;(['fantasy'], ['novel', 'short story', 'novella']);Gutenberg-US;the king of the golden river;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;john ruskin;john ruskin;1;100
THE_KING_OF_THE_PIRATES;['The King of the Pirates'];Defoe;Daniel;noWikiID;2;37992;1719;narrative;Gutenberg-US;the king of the pirates;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;daniel defoe;daniel defoe, ?;1;88.88888889
THE_KING'S_OWN;"[""The King's Own""]";Marryat;Frederick;noWikiID;4;21550;1830;;Gutenberg-US;the king's own;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;frederick marryat;j. f. c fuller, (john frederick charles);0;85.5
THE_LANCASHIRE_WITCHES;['The Lancashire Witches'];Ainsworth;William Harrison;Q7745322;1;15493;1848;([], ['novel']);Gutenberg-US;the lancashire witches;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william harrison ainsworth;william harrison;0;90
THE_LAND_IRONCLADS;['The Land Ironclads'];Wells;H. G.;Q7745355;1;https://gutenberg.net.au/ebooks06/0604041h.html;1903;([], ['short story']);Gutenberg-AUS;the land ironclads;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g. wells;h. wells;1;95
THE_LANDLEAGUERS;['The Landleaguers'];Trollope;Anthony;noWikiID;3;30606;1883;novel;Gutenberg-US;the landleaguers;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;anthony trollope;anthony trollope;1;100
THE_LAST_DAYS_OF_POMPEII;['The Last Days of Pompeii', 'Last Days of Pompeii'];Bulwer-Lytton;Edward;Q1218985;6;1565;1834;(['historical fiction', 'historical prose literature'], ['novel']);Gutenberg-US;the last days of pompeii;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edward bulwer-lytton;edward burman;0;85.5
THE_LAST_MAN;['The Last Man'];Shelley;Mary;noWikiID;16;18247;1826;novel;Gutenberg-US;the last man;the last man;1;100;mary shelley;mary richards, (mary elizabeth);0;85.5
THE_LAW_AND_THE_LADY_(NOVEL);['The Law and the Lady'];Collins;Wilkie;Q3480742;12;1622;1875;(['crime novel'], []);Gutenberg-US;the law and the lady (novel);the law and the lady;1;95;wilkie collins;wilkie collins;1;100
THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN;['Tristram Shandy', 'The Life and Opinions of Tristram Shandy, Gentleman'];Sterne;Laurence;Q1164083;44;1079;1759;(['satirical fiction', 'picaresque novel', 'metafiction'], ['novel']);Gutenberg-US;the life and opinions of tristram shandy gentleman;the life and opinions of tristram shandy, gentleman;1;99.00990099;laurence sterne;laurence sterne;1;100
THE_LIFE_OF_HARRIOT_STUART;['The Life of Harriot Stuart'];Lennox;Charlotte;noWikiID;1;ebooks@adelaide;1751;;ebooks@adelaide;the life of harriot stuart;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charlotte lennox;charlotte davies, (children's story writer);0;85.5
THE_LIFE_OF_JOHN_BUNCLE;['The Life of John Buncle', 'The Life of John Buncle Esq'];Amory;Thomas;noWikiID;5;https://www.exclassics.com/buncle/buncle.txt;1756;novel;PDF;the life of john buncle;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;thomas amory;thomas jefferson morgan;0;85.5
THE_LIFTED_VEIL_(NOVELLA);['The Lifted Veil'];Eliot;George;Q6763446;5;2165;1859;([], ['novella']);Gutenberg-US;the lifted veil (novella);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george eliot;george eliot;1;100
THE_LIGHT_PRINCESS;['The Light Princess'];MacDonald;George;noWikiID;1;697;1864;children's book;Gutenberg-US;the light princess;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george macdonald;george macdonald;1;100
THE_LIGHTHOUSE;['The Lighthouse'];Ballantyne;R. M. ;noWikiID;2;15124;1865;children's book;Gutenberg-US;the lighthouse;to the lighthouse;0;95;r. m.  ballantyne;w. r. owens;0;85.5
THE_LITTLE_LAME_PRINCE_AND_HIS_TRAVELLING_CLOAK;['The Little Lame Prince'];Craik;Dinah;Q7747642;1;496;1875;([], ['novel']);Gutenberg-US;the little lame prince and his travelling cloak;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;dinah craik;dinah maria mulock craik;1;85.5
THE_LITTLE_MINISTER;['The Little Minister'];Barrie;J. M. ;noWikiID;1;5093;1891;novel;Gutenberg-US;the little minister;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;j. m.  barrie;j. m barrie;1;91.66666667
THE_LONGEST_JOURNEY;['The Longest Journey'];Forster;E.  M. ;Q15999894;1;2604;1907;novel;Gutenberg-US;the longest journey;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;e.  m.  forster;e. m forster, (edward morgan);1;85.5
THE_LOUGH_DERG_PILGRIM;['The Lough Derg Pilgrim'];Carleton;William;noWikiID;1;16013;1830;;Gutenberg-US;the lough derg pilgrim;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william carleton;william morgan, , cartographer;0;85.5
THE_LUCK_OF_BARRY_LYNDON;['The Luck of Barry Lyndon'];Thackeray;William Makepeace;Q2124771;1;4558;1844;(['autobiographical novel', 'picaresque novel'], []);Gutenberg-US;the luck of barry lyndon;barry lyndon;1;90;william makepeace thackeray;william makepeace thackeray;1;100
THE_MACDERMOTS_OF_BALLYCORAN;['The Macdermots of Ballycoran'];Trollope;Anthony;noWikiID;1;29000;1847;novel;Gutenberg-US;the macdermots of ballycoran;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;anthony trollope;anthony trollope;1;100
THE_MAN;['The Man'];Stoker;Bram;noWikiID;4;2520;1905;novel;Gutenberg-US;the man;the man who disappeared: (america);0;90;bram stoker;bram stoker;1;100
THE_MAN_OF_FEELING;['Man of Feeling', 'The Man of Feeling'];Mackenzie;Henry;Q7750109;32;5083;1771;([], ['novel']);Gutenberg-US;the man of feeling;the man of feeling;1;100;henry mackenzie;henry mackenzie;1;100
THE_MAN_WHO_COULD_WORK_MIRACLES_(SHORT_STORY);['The Man Who Could Work Miracles'];Wells;H. G. ;Q7749926;1;27365;1899;([], ['short story']);Gutenberg-US;the man who could work miracles (short story);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g.  wells;h. l mencken, (henry louis);0;85.5
THE_MAN_WHO_WAS_THURSDAY;['The Man Who Was Thursday'];Chesterton;G. K.;Q959816;1;1695;1908;(['thriller'], ['novel']);Gutenberg-US;the man who was thursday;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;g. k. chesterton;c. j. chesterton;0;87.5
THE_MAN_WHO_WOULD_BE_KING;"['The Man Who Would Be King', ""The Man Who Would Be King'""]";Kipling;Rudyard;Q1129936;2;8147;1888;(['adventure novel'], ['novella']);Gutenberg-US;the man who would be king;the man who would be king: and other stories;1;90;rudyard kipling;rudyard kipling;1;100
THE_MANXMAN;['The Manxman'];Caine;Hall;noWikiID;1;25570;1894;novel;Gutenberg-US;the manxman;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;hall caine;fred hall higginson;0;85.5
THE_MARTIAN;['The Martian'];Maurier;George du;noWikiID;1;27400;1898;novel;Gutenberg-US;the martian;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george du maurier;george du maurier;1;100
THE_MASTER_OF_BALLANTRAE;['The Master of Ballantrae'];Stevenson;Robert Louis;Q2615930;8;864;1889;(['historical fiction', 'adventure fiction'], ['novel']);Gutenberg-US;the master of ballantrae;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert louis stevenson;robert louis stevenson;1;100
THE_MAYOR_OF_CASTERBRIDGE;['The Mayor of Casterbridge'];Hardy;Thomas;Q2343169;6;143;1886;([], ['novel']);Gutenberg-US;the mayor of casterbridge;the mayor of casterbridge;1;100;thomas hardy;thomas hardy;1;100
THE_MEMOIRS_OF_MISS_SIDNEY_BIDULPH;['Memoirs of Miss Sidney Bidulph', 'The Memoirs of Miss Sidney Bidulph'];Sheridan;Frances;Q124661412;9;43437;1761;novel;Gutenberg-US;the memoirs of miss sidney bidulph;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;frances sheridan;frances r sheridan;1;95
THE_MERCENARY_LOVER;['The Mercenary Lover'];Eccott;W. J. ;noWikiID;1;40567;1913;novel;Gutenberg-US;the mercenary lover;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;w. j.  eccott;w. t davies, (william t.);0;85.5
THE_MILL_ON_THE_FLOSS;['The Mill on the Floss', 'Dorlecote Mill on the Floss'];Eliot;George;Q1215018;50;6688;1860;(['psychological novel'], ['novel']);Gutenberg-US;the mill on the floss;the mill on the floss;1;100;george eliot;george eliot;1;100
THE_MIRROR_OF_THE_SEA;['The Mirror of the Sea'];Conrad;Joseph;noWikiID;1;1058;1906;narrative;Gutenberg-US;the mirror of the sea;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph conrad;joseph conrad;1;100
THE_MISFORTUNES_OF_ELPHIN;['The Misfortunes of Elphin'];Peacock;Thomas Love;Q7751712;2;http://www.thomaslovepeacock.net/Elphin.html;1829;([], ['novel']);PDF;the misfortunes of elphin;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;thomas love peacock;thomas lang;0;85.5
THE_MONASTERY;['The Monastery'];Scott;Walter;Q3224650;3;6406;1820;(['historical fiction'], ['novel']);Gutenberg-US;the monastery;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;walter scott;walter scott;1;100
THE_MONK;['The Monk', 'Monk'];Lewis;Matthew Gregory;Q2659564;33;601;1796;(['Gothic novel', 'speculative/fantastic fiction novel'], []);Gutenberg-US;the monk;the monk;1;100;matthew gregory lewis;matt;0;90
THE_MOONSTONE;['The Moonstone'];Collins;Wilkie;Q2362563;43;155;1868;(['epistolary novel', 'fantasy', 'crime fiction'], ['novel']);Gutenberg-US;the moonstone;the moonstone;1;100;wilkie collins;wilkie collins;1;100
THE_MUDFOG_PAPERS;['The Mudfog Papers'];Dickens;Charles;Q7752595;1;912;1837;([], ['short story']);Gutenberg-US;the mudfog papers;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles dickens;charles dickens;1;100
THE_MUMMER'S_WIFE;"[""The Mummer's Wife""]";Moore;George;Q42186018;1;7508;1884;([], ['novel']);Gutenberg-US;the mummer's wife;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george moore;george moore;1;100
THE_MURDERED_COUSIN;['The Murdered Cousin'];Sheridan Le Fanu;Joseph;noWikiID;1;12828;1851;;Gutenberg-US;the murdered cousin;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph sheridan le fanu;joseph sheridan le fanu;1;100
THE_MYSTERIES_OF_LONDON;['Mysteries of London', 'The Mysteries of the Court of London', 'The Mysteries of London'];Sims;George R. ;Q7752831;14;49701;1844;novel;Gutenberg-US;the mysteries of london;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george r.  sims;kenneth george libbrecht;0;85.5
THE_MYSTERIES_OF_UDOLPHO;['Mysteries of Udolpho', 'The Mysteries of Udolpho', 'The Mysteries of Udolpho: A Romance', 'Udolpho', 'The Mysteries of Udolph o', 'the Mysteries of Udolpho'];Radcliffe;Ann;Q2600909;44;3268;1794;(['romantic fiction', 'horror fiction', 'thriller', 'Gothic fiction', 'fantasy'], ['novel']);Gutenberg-US;the mysteries of udolpho;the mysteries of udolpho;1;100;ann radcliffe;anthony radcliffe;0;86.66666667
THE_MYSTERY_OF_A_HANSOM_CAB;['The Mystery of a Hansom Cab'];Hume;Fergus;noWikiID;1;4223;1886;story;Gutenberg-US;the mystery of a hansom cab;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;fergus hume;stuart fergus broatch;0;85.5
THE_MYSTERY_OF_EDWIN_DROOD;['The Mystery of Edwin Drood'];Dickens;Charles;Q1168105;1;564;1870;(['Gothic novel', 'crime novel'], []);Gutenberg-US;the mystery of edwin drood;the mystery of edwin drood;1;100;charles dickens;charles dickens;1;100
THE_NETHER_WORLD;['The Nether World'];Gissing;George;Q7753436;6;4301;1889;([], ['novel']);Gutenberg-US;the nether world;the nether world;1;100;george gissing;george gissing;1;100
THE_NEW_ACCELERATOR;['The New Accelerator'];Wells;H. G.;Q7753474;2;1743;1901;([], ['short story']);Gutenberg-US;the new accelerator;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g. wells;h. wells;1;95
THE_NEW_MACHIAVELLI;['The New Machiavelli'];Wells;H. G. ;Q10381652;2;1047;1911;([], ['novel']);Gutenberg-US;the new machiavelli;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g.  wells;h. l mencken, (henry louis);0;85.5
THE_NEW_MAGDALEN;['The New Magdalen'];Collins;Wilkie;noWikiID;2;1623;1873;novel;Gutenberg-US;the new magdalen;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;wilkie collins;wilkie collins;1;100
THE_NEW_ROAD;['The New Road'];Munro;Neil;noWikiID;1;https://www.fadedpage.com/link.php?file=20180901.txt;1914;;FadedPage;the new road;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;neil munro;neil max tomlinson;0;85.5
THE_NEWCOMES;['The Newcomes'];Thackeray;William Makepeace;Q3522018;3;7467;1855;([], ['novel']);Gutenberg-US;the newcomes;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william makepeace thackeray;william makepeace thackeray;1;100
THE_NIGGER_OF_THE_""NARCISSUS;"[""The Nigger of the 'Narcissus'"", ""The Nigger of the 'Narcissus'""]";Conrad;Joseph;Q478537;8;17731;1897;([], ['novel', 'novella']);Gutenberg-US;"the nigger of the ""narcissus""";lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph conrad;joseph conrad;1;100
THE_NOTTING_HILL_MYSTERY;['The Notting Hill Mystery'];Felix;Charles;Q7754437;1;46153;1862;(['mystery fiction', 'sensation fiction'], []);Gutenberg-US;the notting hill mystery;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles felix;felix;0;90
THE_ODD_WOMEN;['The Odd Women', 'Odd Women'];Gissing;George;Q7754692;5;4313;1893;([], ['novel']);Gutenberg-US;the odd women;the odd women;1;100;george gissing;george gissing;1;100
THE_O'DONOGHUE;"[""The O'Donoghue;""]";Lever;Charles;noWikiID;1;32340;1843;novel;Gutenberg-US;the o'donoghue;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles lever;david charles cooper;0;85.5
THE_OLD_CURIOSITY_SHOP;['Old Curiosity Shop', 'The Old Curiosity Shop'];Dickens;Charles;Q2700616;18;700;1840;(['social criticism'], ['novel']);Gutenberg-US;the old curiosity shop;the old curiosity shop;1;100;charles dickens;charles dickens;1;100
THE_OLD_ENGLISH_BARON;['The Old English Baron', 'The Champion of Virtue'];Reeve;Clara;Q3796165;21;5182;1777;(['Gothic novel'], []);Gutenberg-US;the old english baron;the old english baron;1;100;clara reeve;clara j mclaughlin;0;85.5
THE_OLD_MANOR_HOUSE;['The Old Manor House', 'The Old English Manor House'];Smith;Charlotte;Q96409526;10;https://digital.library.upenn.edu/women/smith/manor/manor.html;1793;novel;https://digital.library.upenn.edu;the old manor house;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charlotte smith;charlotte smith;1;100
THE_OLD_WIVES'_TALE;"[""The Old Wives' Tale""]";Bennett;Arnold;noWikiID;4;5247;1908;novel;Gutenberg-US;the old wives' tale;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;arnold bennett;arnold bennett;1;100
THE_ORDEAL_OF_RICHARD_FEVEREL;['The Ordeal of Richard Feverel'];Meredith;George;Q14476502;3;34858;1859;(['philosophical fiction'], ['novel']);Gutenberg-US;the ordeal of richard feverel;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george meredith;george meredith;1;100
THE_OUTCAST;['The Outcast'];Penny;F. E. ;noWikiID;1;38195;1912;novel;Gutenberg-US;the outcast;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;f. e.  penny;e. w hildick, (edmund wallace);0;85.5
THE_PARASITE;['The Parasite'];Doyle;Arthur Conan;Q5295669;2;355;1894;(['fantasy'], ['short story']);Gutenberg-US;the parasite;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;arthur conan doyle;arthur conan doyle;1;100
