title;Athenaeum
The Alpine Journal. Volume I 1939 (December 24,1864);1
The Alpine Journal. Volume III 2078 (August 24,1867);1
The Alpine Journal 1859 (June 13,1863);1
Alpine Lyrics 1400 (August 26,1854);1
Alpine or Rock Plants 971 (June 6,1846);1
The Alpine Regions of Switzerland and the Neighbouring Countries 2138 (October 17,1868);1
The Alps and the Rhine, a Series of Sketches 960 (March 21,1846);1
The Alps of Hannibal 2040 (December 1,1866);1
The Alps 1780 (December 7,1861);1
Altars, Hearths and Graves 1407 (October 14,1854);1
Alter Ego: a Study of Shakspeare's Merchant of Venice 1821 (September 20,1862);1
The Alternative 1282 (May 22,1852);1
Altham 1105 (December 30,1848);1
Altnordische Grammatik 2295 (October 21,1871);1
Altogether Wrong 1867 (August 8,1863);1
Alton Locke, Tailor and Poet 1798 (April 12,1862);1
Always in the Way 2028 (September 8,1866);1
Alwyn Morton: his School and Schoolfellows. A Tale of St. Nicolas Grammar School 2089 (November 9,1867);1
Alzim 1610 (September 4,1858);1
Amabel 1323 (March 5,1853);1
Amarakocha Second Partie 926 (July 26,1845);1
The Amateur Gardener 1426 (February 24,1855);1
The Amateur Gardener's Calendar 2225 (June 18,1870);1
The Amateur's Drawing Manual, and Basis of Study for the Professional Artist 1603 (July 17,1858);1
The Amateur's Rosarium 1814 (August 2,1862);1
Amatory and other Poems 1468 (December 15,1855);1
The Amazon 2170 (May 29,1869);1
Ambarvalia 1111 (February 10,1849);1
The Ambassador's Wife 764 (June 18,1842);1
Amberhill 1477 (February 16,1856);1
Ambition 1067 (April 8,1848);1
Ambition 1214 (February 1,1851);1
Amboglanna 1270 (February 28,1852);1
Ambrose, the Sculptor 1395 (July 22,1854);1
Ambrosia Amoris 2224 (June 11,1870);1
Amenities of Literature 723 (September 4,1841);1
America and American Methodism 1564 (October 17,1857);1
America, and the Americans 271 (January 5,1833);1
America and the Americans 1440 (June 2,1855);1
America as I found it 1292 (July 31,1852);1
America before Europe 1816 (August 16,1862);1
America by River and Rail 1495 (June 21,1856);1
America Discovered 1327 (April 2,1853);1
America during and after the War 2027 (September 1,1866);1
America, Historical, Statistic, and Descriptive 710 (June 5,1841);1
America in Forty-eight Hours 1309 (November 27,1852);1
America, its Realities and Resources 983 (August 29,1846);1
America 792 (December 31,1842);1
America 1471 (January 5,1856);1
The American Aboriginal Portfolio 1362 (December 3,1853);1
The American Almanack for 1835 373 (December 20,1834);1
American and European Railway Practice in the Economical Generation of Steam 1744 (March 30,1861);1
American and Italian Cantatrici 2080 (September 7,1867);1
The American Angler's Book 1969 (July 22,1865);1
The American Annual Cyclopaedia and Register of Important Events of the Year 1861 1821 (September 20,1862);1
American Antiquities, and Researches into the Origin and History of the Red Race 760 (May 21,1842);1
American Archaeological Researches. Number I 1239 (July 26,1851);1
The American Beaver and his Works 2118 (May 30,1868);1
The American Book Circular 805 (April 1,1843);1
The American Colonies previous to the Declaration of Independence 2179 (July 31,1869);1
The American Conflict. Volume I 1958 (May 6,1865);1
The American Conflict. Volume II 2057 (March 30,1867);1
American Criminal Trials. Volume I. 802 (March 11,1843);1
The American Crisis 2048 (January 26,1867);1
An American Dictionary of the English Language 1759 (July 13,1861);1
American Dis-Union: Constitutional or Unconstitutional? 1806 (June 7,1862);1
American Factories and their Female Operatives, Etc 915 (May 10,1845);1
American Facts 915 (May 10,1845);1
The American Female Poets 1099 (November 18,1848);1
American Fish-Culture 2150 (January 9,1869);1
The American Gentleman's Guide to Politeness and Fashion 1537 (April 11,1857);1
The American in Paris during the Summer 839 (November 25,1843);1
The American in Paris 787 (November 28,1842);1
The American Journal of Insanity 1846 996 (November 28,1846);1
The American Journal of Syphilography and Dermatology 2206 (February 5,1870);1
American Liberty and Government Questioned 1433 (April 14,1855);1
American Notes for General Circulation 782 (October 22,1842);1
The American Pastor in Europe 1689 (March 10,1860);1
The American Question 1854 (May 9,1863);1
The American Rebellion 2217 (April 23,1870);1
American Scenes and Christian Slavery 1113 (February 24,1849);1
American Slavery and Colour 1537 (April 11,1857);1
American Slavery 813 (May 27,1843);1
American Slavery 1506 (September 6,1856);1
American Society 2208 (February 19,1870);1
The American System of Government 2236 (September 3,1870);1
The American Union 1778 (November 23,1861);1
The American Year-Book and National Register 2168 (May 15,1869);1
The Americans at Home 2226 (June 25,1870);1
Amian and Bertha, and other Poems 1605 (July 31,1858);1
Amicable Corrspondence relative to some Popular Tenets as held by the United Church of England and Ireland 1835 (December 27,1 862);1
Aminta 925 (July 19,1845);1
Amleto, Principe di Danimarca, Tragedia di Shakspeare 2127 (August 1,1868);1
The Amnesty 824 (August 12,1843);1
Among My Books 2212 (March 19,1870);1
Among Strangers 2241 (October 8,1870);1
Among the Goths and Vandals 2225 (June 18,1870);1
Among the Huts in Egypt 2299 (November 18,1871);1
Among the Mountains 1936 (December 3,1864);1
Among the Squirrels 2080 (September 7,1867);1
Among the Tartar Tents 1782 (December 21,1861);1
"Amos Thorne; and other Poems 2290 (September 16,1871)";1
L' Amour et Psyche, d'apres le Roman d'Apulee 1868 (August 15,1863);1
Les Amours des Bords du Rhin 1906 (May 7,1864);1
Amrim the Stranger 655 (May 16,1840);1
The Amulet, for 1834 313 (October 26,1833);1
The Amulet 365 (October 25,1834);1
The Amulet 1986 (November 18,1865);1
Amusement in High Life 658 (June 6,1840);1
Amusing Tales, adapted to the Capacities of Children 1417 (December 23,1854);1
Amy and her Mother 1448 (July 28,1855);1
Amy Paul 1288 (July 3,1852);1
Amy Thornton 1842 (February 14,1863);1
Amy Wilton 1530 (February 21,1857);1
Amye Robsart and the Earl of Leycester 2231 (July 30,1870);1
Amymone 1087 (August 26,1848);1
Amy's Kitchen: a Village Romance 1693 (April 7,1860);1
An Attempt to Assign the Square Roots of Negative Powers 1847 (March 21,1863);1
An Easter Offering 1172 (April 13,1850);1
An Inquiry into the Propagation of Contagious Poisons by the Atmosphere, Etc 625 (October 19,1839);1
The Anabasis of Xenophon. New Edition 1296 (August 28,1852);1
The Anabasis of Xenophon 1058 (February 5,1848);1
Anacreon in English 2198 (December 11,1869);1
Anadol 1366 (December 31,1853);1
Anahuac 1741 (March 9,1861);1
Analecta Graeca Minora 1855 (May 16,1863);1
Analogies and Contrasts 1097 (November 4,1848);1
The Analogies of Being 2103 (February 15,1868);1
Analogy and Prophecy: Keys of the Church 965 (April 25,1846);1
The Analogy of Religion to the Constitution and Course of Nature 1467 (December 8,1855);1
Analogy of the Laws of Musical Temperament to the Natural Dissonance of Creation 2066 (June 1,1867);1
The Analogy of Thought and Nature Investigated 1870 (August 29,1863);1
Analysis and Critical Interpretation of the Hebrew Text of the Book of Genesis 1286 (June 19,1852);1
Analysis and Summary of Herodotus 1142 (September 15,1849);1
An Analysis and Summary of Old Testament History and the Law of Moses. 1197 (October 5,1850);1
An Analysis and Summary of Thacydided 1208 (December 21,1850);1
Analysis and Theory of the Emotions 1162 (February 2,1850);1
Analysis of Cubic and Biquadratic Equations 747 (February 19,1842);1
Analysis of English History 2038 (November 17,1866);1
Analysis of Inorganic Bodies 298 (July 13,1833);1
An Analysis of Kant's Critick of Pure Reason 898 (January 11,1845);1
Analysis of Mr. Mill's System of Logic 1947 (February 18,1865);1
An Analysis of One Hundred Voyages to and from India, China, Etc 621 (September 21,1839);1
Analysis of Ornament 1510 (October 4,1856);1
The Analysis of Sentences applied to Latin 2157 (February 27,1869);1
The Analysis of Sentences explained and Systematized, after the Plan of Becker's German Grammer 1294 (August 14,1852);1
Analysis of Sounds 326 (January 25,1834);1
An Analysis of the First Decade of Livy 1143 (September 22,1849);1
Analysis of the History of Germany 1994 (January 13,1866);1
An Analysis of the Human Mind 1875 (October 3,1863);1
Analysis of the Latin Tongue 1013 (March 27,1847);1
Analysis of the Laws that affect the Position of British Residents in Russia since the Passing of the Naturaliza tion Acts of 1870 2262 (March 4,1871);1
An Analysis of the Stuart Period of English History 1681 (January 14,1860);1
"An Analysis of Wrecks and Casualties, reported in ""Lloyd's List"", during the Year 1869 2237 (September 10,1870)";1
The Analysis, Technical Valuation, Purification and Use of Coal Gas 2061 (April 27,1867);1
The Analyst, a Collection of Miscellaneous Papers 647 (March 21,1840);1
The Analytical Chemist's Assistant 1341 (July 9,1853);1
Analytical Ethnology 1476 (February 9,1856);1
Analytical Ethnology 1573 (December 19,1857);1
Analytical Geometrical Investigations on the General Affinities of Systems Co-ordinates 1454 (September 8,1855);1
The Analytical History of India 2247 (November 19,1870);1
Analytical Indexes to Volumes VII. and VIII. of the Series of Records known as Remembrancia 2233 (August 13,1870);1
Analytical Latin Exercises 2067 (June 8,1867);1
Analytical View of Sir Isaac Newton's Principia 1469 (December 22,1855);1
Anarchy and Order 1093 (October 7,1848);1
Anastasia 1588 (April 3,1858);1
Anatomical and Physiological Observations. Part I 1474 (January 26,1856);1
The Anatomical Memoirs of John Goodsir 2148 (December 26,1868);1
Anatomical Plates. Numbers V - XV 360 (September 20,1834);1
Anatomy as applicable to the Fine Arts 357 (August 30,1834);1
Anatomy, Descriptive and Surgical. Fifth edition 2190 (October 16,1869);1
The Anatomy of Sleep 783 (October 29,1842);1
The Anatomy of Society. First notice 176 (March 12,1831);1
The Anatomy of Society. Second notice 181 (April 16,1831);1
The Anatomy of Suicide 666 (August 1,1840);1
The Anatomy of the Arteries of the Human Body 1003 (January 16,1847);1
Ancestral Stories and Traditions of Great Families 2151 (January 16,1869);1
The Ancient African Church 2161 (March 27,1869);1
Ancient and Mediaeval India 2195 (November 20,1869);1
Ancient and Modern Architecture. Parts 115 - 128. 1158 (January 5,1850);1
Ancient and Modern Colours 1323 (March 5,1853);1
Ancient and Modern Music 1401 (September 2,1854);1
Ancient Armour and Weapons in Europe 1470 (December 29,1855);1
Ancient Art and its Remains. New edition 1210 (January 4,1851);1
Ancient Art and its Remains 1066 (April 1,1848);1
The Ancient City. Second edition 2153 (January 30,1869);1
The Ancient Commercial Policy and Internal State of Northern Africa 211 (November 12,1831);1
The Ancient Cornish Drama 1652 (June 25,1859);1
Ancient Danish Ballads 1716 (September 15,1860);1
Ancient Egypt 1881 (November 14,1863);1
Ancient Empires 1820 (September 13,1862);1
The Ancient Exchequer of England, the Treasury, &c. 1073 (May 20,1848);1
Ancient Faiths Embodied in Ancient Names 2199 (December 18,1869);1
Ancient Geography for the Use of Schools and Private Students 2143 (November 21,1868);1
The Ancient Geography of India 2257 (January 28,1871);1
The Ancient Gothic Church, and other Poems 790 (December 17,1842);1
Ancient History of the East 2269 (April 22,1871);1
Ancient Irish Minstrelsy 1316 (January 15,1853);1
Ancient Jerusalem 1440 (June 2,1855);1
Ancient Law 1746 (April 13,1861);1
Ancient Laws and Customs of the Burghs of Scotland. Volume I 2156 (February 20,1869);1
Ancient Laws of Ireland. Senchus Mor. Part II 2203 (January 15,1870);1
Ancient Leaves 1846 (March 14,1863);1
Ancient Manorial Customs, Tenures, Services, Privileges, Serjeantries, Grants, Fines, Etc., in the County of Essex 2 252 (December 24,1870);1
The Ancient Melodies of the Liturgy of Spanish and Portuguese Jews 1576 (January 9,1858);1
"Ancient Meols; or, some Account of the Antiquities found near Dove Point, on the Sea Coast of Cheshire 1901 (April 2,1864)";1
The Ancient Music of Ireland. Two notices 668 (August 15,1840);1
Ancient Parliamentary Elections 2101 (February 1,1868);1
Ancient Pillar Stones of Scotland, their Significance and Bearing on Ethnology 2077 (August 17,1867);1
Ancient Pillar Stones of Scotland 1981 (October 14,1865);1
The Ancient Poem of Guillaume de Guileville, entitled Le Pelerinage de l'Homme, compared with the Pilgrim's Progress of John Bunyan 1609 (August 28,1858);1
The Ancient Regime 716 (July 17,1841);1
Ancient Scottish Melodies 585 (January 12,1839);1
Ancient Sea-Margins 1116 (March 17,1849);1
Ancient Spanish Ballads, Historical and Romantic. New Edition. 731 (October 30,1841);1
The ancient Stone and Leaden Coffins, Encaustic Tiles, recently discovered in the Temple Church 942 (November 15,1845);1
Ancient Syriac Documents Relative to the Earliest Establishment of Christianity in Edessa and the Neighbouring Coun tries 1940 (December 31,1864);1
Ancient Syriac Version of the Epistles of St. Ignatius 937 (October 11,1845);1
The Ancient Workers and Artificers in Metal 1515 (November 8,1856);1
The Ancient World 1029 (July 17,1847);1
The Ancren Riwle 1372 (February 11,1854);1
Anderleigh Hall 2014 (June 2,1866);1
The Andes and the Amazon 2207 (February 12,1870);1
Andre: a Tragedy, in Five Acts 1543 (May 23,1857);1
Andre Chenier 1506 (September 6,1856);1
Andrea of Hungary, and Giovanna of Naples 622 (September 28,1839);1
Andreae Alciati Emblematum Fontes Quator 2289 (September 9,1871);1
Andrew Deverel 1871 (September 5,1863);1
Andrew Ramsay of Errol 1975 (September 2,1865);1
Andrew the Savoyard 295 (June 22,1833);1
Andromeda, and other Poems 1585 (March 13,1858);1
Anecdotal Memoirs of English Princes, and Notices of certain Members of the Royal Houses of England 1886 (December 19,1863);1
Anecdote Biography: William Pitt, Earl of Chatham, and Edmund Burke 1702 (June 9,1860);1
Anecdote Biography 1724 (November 10,1860);1
Anecdotes and Traditions, illustrative of early English History and Literature, Etc 616 (August 17,1839);1
Anecdotes in Natural History 1679 (December 31,1859);1
Anecdotes, Observations, and Characters of Books and Men. Second edition 1634 (February 19,1859);1
Anecdotes of Bala Kireff, the Favourite Jester of Peter the Great 2179 (July 31,1869);1
Anecdotes of Dogs 967 (May 9,1846);1
Anecdotes of Heraldry 1918 (July 30,1864);1
Anecdotes of the Bench and the Bar 1315 (January 8,1853);1
Anecdotes of the Electric Telegraph 1077 (June 17,1848);1
Anecdotes of the Habits and Instincts of Animals. Second notice 1314 (January 1,1853);1
Anecdotes of the Habits and Instincts of Animals 1258 (December 6,1851);1
Anecdotes of the Habits and Instincts of Birds, Reptiles and Fishes 1321 (February 19,1853);1
Anecdotes of the Upper Ten Thousand 2071 (July 6,1867);1
Anecdotes, Religious, Historical and Scientific. Third Series 1697 (May 5,1860);1
Anecdotical History of the Provisional Government 1065 (March 25,1848);1
Anecdotical History of the Theatre, of Literature, and of Various Contemporary Impressions 1529 (February 14,1857);1
Aneddoti Italiani, Etc: a Key to Exercises in Idiomatic Italian 2091 (November 23,1867);1
"Angel Calls; and Other Poems 1822 (September 27,1862)";1
The Angel in the House 1421 (January 20,1855);1
The Angel of the Iceberg, and other Stories and Parables 2142 (November 14,1868);1
"Angel Visits; and other Poems 1960 (May 20,1865)";1
Angel Visits 902 (February 8,1845);1
