short_title;title;review_reference
*THE HISTORY OF MISS CAROLINA MANNERS;*THE HISTORY OF MISS CAROLINA MANNERS: IN A SERIES OF GENUINE LETTERS TO A FRIEND.;"CR 33: 256 (Mar 1772); MR 46: 265 (Mar 1772); AF I: 1258."
THE HISTORY OF MISS DORINDA CATSBY;"THE HISTORY OF MISS DORINDA CATSBY, AND MISS EMILIA FAULKNER; IN A SERIES OF LETTERS.";"CR34:77(Julyl772);MR47: 151 (Augl772);AFI: 1261."
THE INDISCREET CONNECTION;"THE INDISCREET CONNECTION; OR, THE HISTORY OF MISS LESTER. IN TWO VOLUMES.";"CR33: 256 (Mar 1772); MR46: 539 (May 1772);AF I: 1362."
THE INVOLUNTARY INCONSTANT;"THE INVOLUNTARY INCONSTANT; OR, THE HISTORY OF MISS FRANCFORT. A NOVEL. BY THE EDITOR OF THE FATAL COMPLIANCE.";"CR 33: 256 (Mar 1772); MR 46: 456 (Apr 1772); AF I: 1376."
*THE IRISHMAN;"*THE IRISHMAN; OR THE FAVOURITE OF FORTUNE. A SATIRICAL NOVEL FOUNDED UPON FACTS.";"CR 34: 472 (Dec 1772); MR 47: 487 (Dec 1772); AF I: 1379."
*LOVE IN A NUNNERY;"*LOVE IN A NUNNERY: OR, THE SECRET HISTORY OF MISS CHARLOTTE HAMILTON, A YOUNG LADY; WHO AFTER A VARIETY OF UNCOMMON INCIDENTS, WAS FORCED INTO A CONVENT, &C, &C.";"MR 46: 78 (Jan 1772); AF I: 1694."
THE MARRIED VICTIM;THE MARRIED VICTIM: OR, THE HISTORY OF LADY VILLARS. A NARRATIVE FOUNDED ON FACTS.;"CR 32: 471 (Dec 1771); MR46: 79 (Jan 1772)."
MEMOIRS OF FRANCIS DILLON;"MEMOIRS OF FRANCIS DILLON, ESQ; IN A SERIES OF LETTERS WRITTEN BY HIMSELF.";"CR 33: 327 (Apr 1772); MR 46: 457 (Apr 1772)."
THE NEW MODERN STORY-TELLER;"THE NEW MODERN STORY-TELLER; IN A VARIETY OF ORIGINAL TALES AND NOVELS, IN VERSE AND IN PROSE. AMONG WHICH IS NOW FIRST PUBLISHED, BY DESIRE, THE CELEBRATED TALE OF THE LAWYER AND HIS INKHORN. WITH A NEW EPILOGUE.";
THE NOBLE LOVERS;"THE NOBLE LOVERS; OR THE HISTORY OF LORD EMELY AND MISS VILLARS; CONTAINING SOME CHARACTERS OF THE MOST CELEBRATED PERSONS IN HIGH LIFE. IN THREE VOLUMES.";"CR 34: 76--7 (July 1772); MR 47: 151 (Aug 1772); AF I: 2020."
THE PRECIPITATE CHOICE;THE PRECIPITATE CHOICE: OR, THE HISTORY OF LORD OSSORY AND MISS RIVERS. A NOVEL. IN TWO VOLUMES. BY A LADY.;"CR 33: 255 (Mar 1772); MR46: 456--7 (Apr 1772); AF I: 2269."
*THE RECLAIMED PROSTITUTE;*THE RECLAIMED PROSTITUTE: OR, THE ADVENTURES OF AMELIA SIDNEY.;"CR 33: 84 (Jan 1772); MR 46: 165 (Feb 1772); AF I: 2327."
THE STORM;"THE STORM; OR, THE HISTORY OF NANCY AND LUCY. IN TWO VOLUMES.";"CR 33: 83 (Jan 1772); MR46: 164 (Feb 1772); AF I: 2675."
THE TRIAL;THE TRIAL: OR THE HISTORY OF CHARLES HORTON ESQ. IN THREE VOLUMES. BY A GENTLEMAN.;"CR 33: 83 (Jan 1772); MR46: 79 (Jan 1772); AF I: 2781."
THE TRIUMPH OF BENEVOLENCE;THE TRIUMPH OF BENEVOLENCE: OR, THE HISTORY OF FRANCIS WILLS. IN TWO VOLUMES.;"CR33: 255 (Mar 1772); MR46: 457 (Apr 1772); AF I: 2786."
THE UNEQUAL ALLIANCE;"THE UNEQUAL ALLIANCE; OR, THE HISTORY OF LORD ASHFORD. IN TWO VOLUMES.";"CR 33: 411 (May 1772); MR 46: 539 (May 1772); AF I: 2822."
THE UNFASHIONABLE WIFE;THE UNFASHIONABLE WIFE. A NOVEL. IN TWO VOLUMES.;"CR32: 392 (Nov 1771); MR46: 78 (Jan 1772)."
*VIRTUE IN DISTRESS;"*VIRTUE IN DISTRESS: OR THE HISTORY OF MISS SALLY PRUEN, AND MISS LAURA SPENCER; BY A FARMER'S DAUGHTER IN GLOCESTERSHIRE.";"CR33: 327 (Apr 1772); MR46: 264 (Mar 1772);AF I: 2861."
THE VOYAGES AND ADVENTURES OF THE CHEVALIER DUPONT;THE VOYAGES AND ADVENTURES OF THE CHEVALIER DUPONT. IN FOUR VOLUMES. TRANSLATED FROM THE FRENCH.;"CR 33: 411 (May 1772); MR46: 625-6 (June 1772);AF I: 2889."
THE HISTORY OF SIDNEY AND VOLSAN;THE HISTORY OF SIDNEY AND VOLSAN. TRANSLATED FROM THE FRENCH OF THE CELEBRATED ARNAUD.;
THE RAMBLES OF MR;THE RAMBLES OF MR. FRANKLY. PUBLISHED BY HIS SISTER. IN TWO VOLUMES.;"CR 34: 472 (Dec 1772); MR48: 71-2 (Jan 1773);AF I: 206."
THE FINE LADY A NOVEL BY THE AUTHOR OF MISS MELMOTH;THE FINE LADY A NOVEL BY THE AUTHOR OF MISS MELMOTH. IN TWO VOLUMES.;"CR33: 181-2 (Feb 1772); MR46: 457 (Apr 1772);AFI: 242."
MEMOIRS RELATING TO THE QUEEN OF BOHEMIA;MEMOIRS RELATING TO THE QUEEN OF BOHEMIA. BY ONE OF HER LADIES. ;
US0NG;US0NG. AN EASTERN NARRATIVE. WRITTEN IN GERMAN BY BARON HALLER. IN TWO VOLUMES.;"MR48: 160-1 (Feb 1773);AFI: 1164."
THE HERMITAGE;"THE HERMITAGE; A BRITISH STORY.";"CR 35: 78-9 (Jan 1773) vol. I; CR36: 236 (Sept 1773) both vols.; MR48: 320 (Apr 1773) vol. l; AF I: 1348, 1349."
THE HISTORY OF FEMALE FAVOURITES;"THE HISTORY OF FEMALE FAVOURITES. OF MARY DE PADILLA, UNDER PETER THE CRUEL, KING OF CASTILE; LIVIA, UNDER THE EMPEROR AUGUSTUS; JULIA FARNESA, UNDER POPE ALEXANDER THE SIXTH; AGNES SOREAU, UNDER CHARLES VII. KING OF FRANCE; AND NANTILDA, UNDER DAGOBERT, KING OF FRANCE.";"MR46: 265 (Mar 1772);AF I: 1568."
MEMOIRS OF THE YEAR TWO THOUSAND FIVE HUNDRED;MEMOIRS OF THE YEAR TWO THOUSAND FIVE HUNDRED. TRANSLATED FROM THE FRENCH BY W. HOOPER, M.D. IN TWO VOLUMES.;"CR 33: 468-76 (June 1772); CR 34: 7-18 (July 1772); AF I: 1307."
LETTERS FROM ELIZABETH SOPHIA DEV ALIERE TO HER FRIEND LOUISA HORTENSIA DE CANTELEU;LETTERS FROM ELIZABETH SOPHIA DEV ALIERE TO HER FRIEND LOUISA HORTENSIA DE CANTELEU. BY MADAM RICCOBONI. TRANSLATED FROM THE FRENCH BY MR. MACEUEN. IN TWO VOLUMES.;"CR 34: 62-5 (July 1772); MR 47: 8-13 (July 1772); AF I: 1708."
THE TEST OF FILIAL DUTY;THE TEST OF FILIAL DUTY. IN A SERIES OF LETTERS BETWEEN MISS EMILIA LEONARD, AND MISS CHARLOTTE ARLINGTON. A NOVEL. IN TWO VOLUMES.;"CR33: 182 (Feb 1772);MR46: 165 (Feb 1772);AFI: 2476."
MORAL TALES;MORAL TALES, AFTER THE EASTERN MANNER: BY MR SEALLY.;
THE LOVERS;THE LOVERS: OR THE MEMOIRS OF LADY MARY SC--AND THE HON. MISS AMELIA B--: VOLUME TWO.;"CR 33: 83 (Jan 1772); MR 46: 263 (Mar 1772)."
*MEMOIRS OF AN HERMAPHRODITE;*MEMOIRS OF AN HERMAPHRODITE. INSCRIBED TO THE CHEVALIER D'EON.;"1772 CR33: 336 (Apr 1772); MR46: 265 (Mar 1772); AF I: 1796."
THE ANCHORET;THE ANCHORET. A MORAL TALE, IN A SERIES OF LETTERS.;"CR 34: 471-2 (Dec 1772); MR 48: 71 (Jan 1773); AF I: 75."
THE EXPLANATION;"THE EXPLANATION; OR, AGREEABLE SURPRISE. IN TWO VOLUMES. BY A YOUNG LADY.";"1773 CR34: 397 (Nov 1772); MR 47: 324 (Oct 1772); AF I: 818."
*FALSE GRATITUDE;"*FALSE GRATITUDE: A NOVEL; BY A LADY.";"CR 34: 473 (Dec 1772); MR 48: 243-4 (Mar 1773); AF I: 838."
THE FATAL EFFECTS OF DECEPTION;THE FATAL EFFECTS OF DECEPTION. A NOVEL. IN THREE VOLUMES.;"CR 36: 74 (July 1773); MR 49: 232 (Sept 1773); AF I: 851."
THE FRIENDS;THE FRIENDS: OR, ORIGINAL LETTERS OF A PERSON DECEASED. NOW FIRST PUBLISHED, FROM THE MANUSCRIPTS, IN HIS COR· RESPONDENT'S HANDS. IN TWO VOLUMES.;"CR36: 236 (Sept 1773); MR48: 321 (Apr 1773); AF I: 983."
HADLEIGH GROVE;"HADLEIGH GROVE; OR, THE HISTORY OF SIR CHARLES DAVERS, AND THE FAIR JESSICA. A NOVEL. IN TWO VOLUMES.";"CR 36: 397 (Nov 1773 ); MR 49: 508 (Dec 1773 ); AF I: 1162."
THE HISTORY OF LORD AIMWORTH;THE HISTORY OF LORD AIMWORTH, AND THE HONOURABLE CHARLES HARTFORD, ESQ. IN A SERIES OF LETTERS. A NOVEL. BY THE AUTHOR OF DORINDA CATESBY, AND ERMINA OR THE FAIR RECLUSE.;"MR 48: 416 (May 1773); AF I: 1252."
THE HISTORY OF LORD ASHBORN;"THE HISTORY OF LORD ASHBORN, AND THE HONOURABLE MISS HOWE; OR, THE RECLAIMED LIBERTINE. IN THREE VOLUMES. BY THE AUTHOR OF FREDERICK, OR THE FORTUNATE BEGGAR.";"CR 36: 74 (July 1773); MR 49: 69 (July 1773); AF I: 1253."
THE HISTORY OF MISS PAMELA HOWARD;THE HISTORY OF MISS PAMELA HOWARD. BY THE AUTHOR OF INDIANA DANBY. IN TWO VOLUMES.;"CR 34: 473 (Dec 1772); MR 48: 154 (Feb 1773); AF I: 1270."
THE HISTORY OF MR STANLY AND MISS TEMPLE;THE HISTORY OF MR STANLY AND MISS TEMPLE. A RURAL NOVEL.;"CR35: 320 (Apr 1773);MR48: 181-3 (Mar 1773);AFI: 1275."
LOVE AT FIRST SIGHT;LOVE AT FIRST SIGHT: OR THE HISTORY OF MISS CAROLINE STANHOPE. IN THREE VOLUMES.;"CR 35: 78 (Jan 1773); MR 48: 155 (Feb 1773); AF I: 1690."
*MEMOIRS OF THE CELEBRATED MISS ANN C--Y;"*MEMOIRS OF THE CELEBRATED MISS ANN C--Y: CONTAINING A SUCCINCT NARRATIVE OF THE MOST REMARKABLE INCIDENTS OF THAT LADY'S LIFE; WITH MANY CURIOUS ANECDOTES; NEVER BEFORE MADE PUBLIC.";"CR36: 396-7 (Nov 1773); MR48: 417 (May 1773);AF I: 1821."
THE MERCENARY MARRIAGE;"THE MERCENARY MARRIAGE; OR, THE HISTORY OF MISS SHENSTONE.";"CR 35: 78 (Jan 1773 ); MR 48: 154 (Feb 1773 ); AF I: 1839."
THE PRUDENTIAL LOVERS;THE PRUDENTIAL LOVERS, OR THE HISTORY OF HARRY HARPER. IN TWO VOLUMES.;"CR 36: 397 (Nov 1773); MR 49: 150 (Aug 1773); AF I: 2295."
*THE RAKE;"*THE RAKE: OR, THE ADVENTURES OF TOM WILDMAN; EXHIBITING STRIKING PICTURES OF LIFE, IN ALL ITS VARIEGATED SCENES; INTERSPERSED WITH THE HISTORIES OF SEVERAL PERSONAGES OF EITHER SEX, WELL KNOWN IN THE POLITE WORLD; WRITTEN BY HIMSELF.";MR49: 231-2 (Sept 1773).
THE ROYAL ADVENTURERS;"THE ROYAL ADVENTURERS; OR, THE CONFLICT OF LOVE. A NOVEL.";"MR48: 320 (Apr 1773); AF I: 2721."
THE SELF-DECEIVED;THE SELF-DECEIVED: OR, THE HISTORY OF LORD BYRON.;"CR 35: 395 (May 1773 ); MR 48: 416 (May 1773 ); AF I: 2493."
THE SENTIMENTAL SPY;THE SENTIMENTAL SPY: A NOVEL. IN TWO VOLUMES.;"CR 35: 394 (May 1773); MR48: 417 (May 1773); AF I: 2495."
'TWAS WRONG TO MARRY HIM;"'TWAS WRONG TO MARRY HIM; OR THE HISTORY OF LADY DURSLEY.";"CR 35: 78 (Jan 1773 ); MR 48: 320 (Apr 1773 ); AF I: 2806."
THE ROYAL ADVENTURERS;"THE ROYAL ADVENTURERS; OR, THE CONFLICT OF LOVE. A NOVEL.";"MR 48: 320 (Apr 1773 ); AF I: 2721."
THE SELF-DECEIVED;THE SELF-DECEIVED: OR, THE HISTORY OF LORD BYRON.;"CR 35: 395 (May 1773); MR48: 416 (May 1773); AF I: 2493."
WOODBURY;"WOODBURY: OR THE MEMOIRS OF WILLIAM MARCHMONT, ESQ. AND MISS WALBROOK; IN LETTERS; IN TWO VOLUMES.";"CR 35: 395 (May 1773 ); MR 48: 417 (May 1773 ); AF I: 2983."
THE TEARS OF SENSIBILITY;"THE TEARS OF SENSIBILITY, NOVELS: NAMELY, 1. THE CRUEL FATHER. 2. ROSETTA; OR, THE FAIR PENITENT REWARDED. 3. THE RIVAL FRIENDS. 4. SIDNEY AND SILLI; OR, THE MAN OF BENEVOLENCE AND THE MAN OF GRATITUDE. TRANSLATED FROM THE FRENCH OF M. D'ARNAUD, BY JOHN MURDOCH.";"CR35: 233 (Mar 1773); MR 48: 319-20 (Apr 1773); AF I: 1942."
THE FASHIONABLE FRIEND;THE FASHIONABLE FRIEND: A NOVEL. IN TWO VOLUMES.;"CR 36: 235-6 (Sept 1773); MR 49: 69 (July 1773); AF I: 205."
CECILIA;"CECILIA; OR, THE EASTERN LOVERS. A NOVEL. TRANSLATED FROM THE FRENCH.";"CR 36: 397 (Nov 1773); MR49: 150 (Aug 1773); AF I: 357."
THE SCOTCH PARENTS;"THE SCOTCH PARENTS: OR, THE REMARKABLE CASE OF JOHN RAMBLE, WRITTEN BY HIMSELF, (IN THE MONTH OF FEBRUARY, 1773); EMBELLISHED WITH ELEGANT COPPERPLATES OF THE SINGULAR AND UNCOMMON SCENES CONTAINED IN THIS NARRATIVE.";"MR 49: 69 (July 1773); AF I: 347."
EMMA;"EMMA: OR THE UNFORTUNATE ATTACHMENT; A SENTIMENTAL NOVEL; IN THREE VOLUMES.";"CR 35: 4 75 (June 1773 ); MR 49: 69 (July 1773 ); AF I: 758."
THE HISTORY OF TOM RIGBY;THE HISTORY OF TOM RIGBY. IN THREE VOLUMES.;"CR 34: 472 (Dec 1772); MR 48: 154 (Feb 1773); AF I: 368."
THE MEMOIRS OF AN AMERICAN;THE MEMOIRS OF AN AMERICAN. WITH A DESCRIPTION OF THE KINGDOM OF PRUSSIA, AND THE ISLAND OF ST. DOMINGO. TRANSLATED FROM THE FRENCH. IN TWO VOLUMES.;"CR 34: 397 (Nov 1772); MR 47: 411 (Nov 1772); AF I: 1795."
THE HISTORY OF RHEDI;THE HISTORY OF RHEDI, THE HERMIT OF MOUNT ARARAT: AN 0 RIENT AL TALE.;"CR 36: 283-86 (Oct 1773); MR49: 410 (Nov 1773); AF I: 695."
*THE FATAL CONNEXION;*THE FATAL CONNEXION: BY MRS. FOGERTY.;"CR 36: 397 (Nov 1773); MR 49: 150 (Aug 1773); AF I: 916."
*MEMOIRS OF COLONEL DIGBY AND MISS STANLEY;*MEMOIRS OF COLONEL DIGBY AND MISS STANLEY: BY MRS. FOGERTY.;"CR 36: 397 (Nov 1773); MR 49: 319 (Oct 1773); AF I: 917."
THE SPIRITUAL QUIXOTE;THE SPIRITUAL QUIXOTE: OR, THE SUMMER'S RAMBLE OF MR. GEOFFRY WILDGOOSE. A COMIC ROMANCE. IN THREE VOLUMES.;"CR35: 275-86 (Apr 1773); MR48: 384-8 (May 1773);AFI: 1112."
THE MAN OF NATURE;THE MAN OF NATURE. TRANSLATED FROM THE FRENCH BY JAMES BURNE. VOLUME I. SOLITUDE. THE MAN OF NATURE. TRANSLATED FROM THE FRENCH BY JAMES BURNE. VOLUME II. SOCIETY.;"CR 35: 188-91 (Mar 1773); MR 48: 179-81 (Mar 1773); AF I: 291."
THE MAN OF THE WORLD;THE MAN OF THE WORLD: IN TWO PARTS. 1773;"CR 35: 269-74 (Apr 1773); MR 48: 268-9 (Apr 1773); AF I: 1710."
SELECT FABLES FROM GULISTAN;SELECT FABLES FROM GULISTAN, OR THE BED OF ROSES. TRANSLATED FROM THE ORIGINAL PERSIAN OF SADI.;
THE HISTORY OF AGATHON;THE HISTORY OF AGATHON, BY MR. C. M. WIELAND. TRANSLATED FROM THE GERMAN ORIGINAL, WITH A PREFACE BY THE TRANSLATOR.;"CR37: 196-9 (Mar 1774);MR50: 176-82 (Mar 1774);AFI: 2950."
REASON TRIUMPHANT OVER FANCY;REASON TRIUMPHANT OVER FANCY: EXEMPLIFIED IN THE SINGULAR ADVENTURES OF DON SYLVIO DE ROSALVA. A HISTORY IN WHICH EVERY MARVELLOUS EVENT OCCURS NATURALLY. TRANSLATED FROM THE GERMAN ORIGINAL OF MR. C. M. WIELAND. IN THREE VOLUMES.;"CR 35: 143-7 (Feb 1773); MR48: 126-9 (Feb 1773); AF I: 2951."
ALL'S RIGHT AT LAST;ALL'S RIGHT AT LAST: OR, THE HISTORY OF MISS WEST.;"CR 36: 397 (Nov 1773); MR 49: 409 (Nov 1773 ); AF I: 255."
LA BELLE PHILOSOPHE;"LA BELLE PHILOSOPHE; OR THE FAIR PHILOSOPHER. IN TWO VOLUMES.";"CR 37: 76 (Jan 1774); MR 50: 234 (Mar 1774); AF I: 163."
THE DOUBLE DISAPPOINTMENT;"THE DOUBLE DISAPPOINTMENT; OR, THE HISTORY OF CHARLES MARLOW. IN A SERIES OF LETTERS. IN TWO VOLUMES.";
EDWIN AND JULIA;EDWIN AND JULIA: A NOVEL IN A SERIES OF LETTERS. BY A LADY. IN TWO VOLUMES.;"CR39: 163 (Feb 1775);MR52: 361 (Apr 1775);AF II: 1221. "
*FATAL AFFECTION;"*FATAL AFFECTION; OR THE HISTORY OF HENRY AND CAROLINE.";"CR 37: 76 (Jan 1774); MR 50: 234 (Mar 1774); AF I: 849."
THE FORTUNE TELLER;THE FORTUNE TELLER. IN TWO VOLUMES.;"C~38: 157 (Aug 1774); MRS0: 326-7 (Apr 1774); AF I: 946."
THE HISTORY OF LORD STANTON;THE HISTORY OF LORD STANTON. A NOVEL. BY A GENTLEMAN OF THE MIDDLE TEMPLE. AUTHOR OF THE TRIAL, OR HISTORY OF CHARLES HORTON.;"CR 37: 318 (Apr 1774); MR 50: 172-6 (Mar 1774), vols. 1-3; MR 50: 327 (Apr 1774), vols. 4-5; AF I: 1255."
IDEAL TRIFLES;IDEAL TRIFLES. PUBLISHED BY A LADY.;"CR 38: 474 (Dec 1774); MR 51: 487 (Dec 1774); AF I: 1350."
THE JOURNEY TO LONDON;THE JOURNEY TO LONDON: OR, THE HISTORY OF THE SELBYFAMILY.;"CR 37: 77 (Jan 1774); MR 50: 233-4 (Mar 1774); AF I: 1461."
THE LIBERTINE HUSBAND RECLAIMED;"THE LIBERTINE HUSBAND RECLAIMED; AND VIRTUOUS LOVE REWARDED.";"CR 38: 455-60 (Dec 1774); MR 360: 52 (Apr 1775)."
THE LOCKET;"THE LOCKET; OR, THE HISTORY OF MR. SINGLETON. A NOVEL. IN TWO VOLUMES. BY THE AUTHOR OF EMILY; OR, THE HISTORY OF A NATURAL DAUGHTER.";MR 51: 72 (July 1774).
MEMOIRS OF A CLERGYMAN;"MEMOIRS OF A CLERGYMAN; OR THE CHARACTER AND IDEAS OF THE REV. MR. CLEGG. A SENTIMENT AL HISTORY, FOUNDED UPON FACTS.";
MEMOIRS OF AN UNFORTUNATE LADY OF QUALITY;MEMOIRS OF AN UNFORTUNATE LADY OF QUALITY.;MR51: 322-3 (Oct 1774).
THE MODERN FINE GENTLEMAN;THE MODERN FINE GENTLEMAN, A NOVEL, IN TWO VOLUMES.;"CR38: 473 (Dec 1774);MR52: 275-6 (Mar 1775)."
THE NEWS-PAPER WEDDING;"THE NEWS-PAPER WEDDING; OR, AN ADVERTISEMENT FOR A HUSBAND. A NOVEL; FOUNDED ON INCIDENTS WHICH WERE IN CONSEQUENCE OF AN ADVERTISEMENT THAT APPEARED IN THE DAILY ADVERTISER OF JULY 29, 1772. INCLUDING A NUMBER OF ORIGINAL LETTERS ON THE SUBJECT OF LOVE AND MARRIAGE.";"CR 37: 318-19 (Apr 1774); MR 50: 327 (Apr 1774); AF I: 2013."
THE ORPHAN SWAINS;THE ORPHAN SWAINS: OR, LONDON CONTAGIOUS TO THE COUNTRY. A NOVEL. BY A YOUNG LIBERTINE, REFORM'D. IN TWO VOLUMES.;"CR 37: 318 (Apr 1774); MR 50: 327 (Apr 1774); AF I: 2110."
*THE PRUDENT ORPHAN;"*THE PRUDENT ORPHAN; OR, THE HISTORY OF MISS SOPHIA STANLEY.";"CR 39: 510 (June 1775); MR 52: 186 (Feb 1775); AF II: 3630."
THE TRINKET;THE TRINKET. A NOVEL. BY A LADY.;"CR 37: 475 (June 1774); MR 50: 327 (Apr 1774); AF I: 2782."
'TWAS RIGHT TO MARRY HIM;"'TWAS RIGHT TO MARRY HIM; OR, THE HISTORY OF MISS PETWORTH; IN TWO VOLUMES.";"CR 36: 476 (Dec 1773); MR 50: 233 (Mar 1774); AF I: 2805."
JULIET GRENVILLE;JULIET GRENVILLE: OR, THE HISTORY OF THE HUMAN HEART. IN THREE VOLUMES. BY MR BROOKE.;"CR 36: 443-53 (Dec 1773); MR 50: 15-20 (Jan 1774); AF I: 267."
THE FATAL EFFECTS OF INCONSTANCY;"THE FATAL EFFECTS OF INCONSTANCY; OR LETTERS OF THE MARCHIONESS DE SYRCE, THE COUNT DE MIRBELLE, AND OTHERS. TRANSLATED FROM THE FRENCH.";"CR 38: 393 (Nov 177 4); MR 51: 238 ( Sept 177 4); AF I: 668."
THE VIZIRS;THE VIZIRS: OR, THE ENCHANTED LABYRINTH. AN ORIENTAL TALE. BY MADE. FAUQUES DE VAUCLUSE.;"CR 38: 157 (Aug 1774); MR 51: 401 (Nov 1774); AF I: 837."
THE KINSMAN OF MAHOMET;"THE KINSMAN OF MAHOMET; OR, MEMOIRS OF A FRENCH SLAVE, DURING HIS EIGHT YEARS CAPTIVITY IN CONSTANTINOPLE: INCLUDING MANY CURIOUS PARTICULARS RELATIVE TO THE 222 1774 RELIGION, HISTORY, POLICY, CUSTOMS, AND MANNERS OF THE TURKS; AND INTERSPERSED WITH AV ARIETY OF ADVENTURES IN THE SERAGLIOS OF THE EAST. WRITTEN BY HIMSELF. AND TRANSLATED FROM THE ORIGINAL FRENCH.";"MR 50: 71 (Jan 1774); AF I: 985."
THE PERUVIAN LETTERS;THE PERUVIAN LETTERS, TRANSLATED FROM THE FRENCH. WITH AN ADDITIONAL ORIGINAL VOLUME. BY R. ROBERTS, TRANSLATOR OF SELECT TALES FROM MARMONTEL, AUTHOR OF SERMONS BY A LADY, AND TRANSLATOR OF THE HISTORY OF FRANCE, FROM THE ABBE MILLOT.;"CR 39: 473-8 (June 1775); MR 51: 161-2 (Aug 1774)."
THE CHILD OF NATURE;THE CHILD OF NATURE, IMPROVED BY CHANCE. A PHILOSOPHICAL NOVEL. BY MR. HELVETIUS. IN TWO VOLUMES.;"CR 38: 270-4 (Oct 1774); MR 51: 323 (Oct 1774); AF I: 1209."
THE HISTORY OF ARSACES;THE HISTORY OF ARSACES, PRINCE OF BETLIS. BY THE EDITOR OF CHRYSAL. IN TWO VOLUMES.;"CR 38: 274-7 (Oct 1774); MR 51: 237-8 (Sept 1774); AF I: 1443."
THE SENTIMENTAL EXHIBITION;"THE SENTIMENTAL EXHIBITION; OR, PORTRAITS AND SKETCHES OF THE TIMES.";CR 38: 400 (Nov 1774).
THE FASHIONABLE DAUGHTER;THE FASHIONABLE DAUGHTER. BEING A NARRATIVE OF TRUE AND RECENT FACTS. BY AN IMPARTIAL HAND. IN FOUR PARTS.;"CR 37: 77 (Jan 1774); MR 50: 234-5 (Mar 1774); AF I: 2804."
LE TAUREAU BLANC;LE TAUREAU BLANC: OR THE WHITE BULL. FROM THE FRENCH. TRANSLATED FROM THE SYRIAC, BY M. DE VOLTAIRE.;CR 38: 290-3 (Oct 1774), reviewing both trans., this and 33B.
THE WHITE BULL;THE WHITE BULL, AN ORIENTAL HISTORY. FROM AN ANCIENT SYRIAN MANUSCRIPT, COMMUNICATED BY MR. VOLTAIRE. CUM NOTIS EDITORIS ET VARIORUM: SC. THE WHOLE FAITHFULLY DONE INTO ENGLISH.;CR 38: 290-3 (Oct 1774).
MEMOIRS OF A GENTLEMAN;"MEMOIRS OF A GENTLEMAN, WHO RESIDED SEVERAL YEARS IN THE EAST INDIES DURING THE LATE REVOLUTIONS, AND MOST IMPORTANT EVENTS IN THAT PART OF THE WORLD; CONTAINING SEVERAL ANECDOTES OF A PUBLIC AS WELL AS OF A PRIVATE NATURE, NEVER BEFORE PUBLISHED. WRITTEN BY HIMSELF.";"CR 36: 477 (Dec 1773); MR 50: 71 (Jan 1774); AF I: 1791."
THE ADVENTURES OF A CORK-SCREW;"THE ADVENTURES OF A CORK-SCREW; IN WHICH, UNDER THE PLEASING METHOD OF A ROMANCE, THE VICES, FOLLIES AND MANNERS OF THE PRESENT AGE ARE EXHIBITED AND SATIRICALLY DELINEATED. INTERSPERSED WITH STRIKING ANECDOTES, CHARACTERS AND ACTIONS OF PERSONS IN REAL LIFE; ALL DRAWN TO PROMOTE VIRTUE, EXPOSE VICE, AND LAUGH FOLLY OUT OF COUNTENANCE.";"CR 39: 510 (June 1775); MR 52: 557 (June 1775); AF II: 23."
*THE CAPRICIOUS FATHER;*THE CAPRICIOUS FATHER, OR, THE HISTORY OF MR MUTABLE AND HIS FAMILY.;"CR39: 510 (June 1775);MR52: 360 (Apr 1775);AFII:601."
THE CORRESPONDENTS;"THE CORRESPONDENTS, AN ORIGINAL NOVEL; IN A SERIES OF LETTERS.";"CR 39: 341 (Apr 1775); MR 52: 430-7 (May 1775); AF II: 863."
THE DELICATE OBJECTION;THE DELICATE OBJECTION: OR, SENTIMENTAL SCRUPLE.;"CR41: 241 (Mar 1776); MR53: 184 (Aug 1775)."
THE EMBARRASSED LOVERS OR;THE EMBARRASSED LOVERS OR, THE HISTORY OF HENRY CAREY, ESQ. AND THE HON. MISS CECILIA NEVILLE. IN A SERIES OF LETTERS. IN TWO VOLUMES.;"CR41: 241 (Mar 1776); MR53: 185 (Aug 1775)."
THE GENERAL ELECTION;THE GENERAL ELECTION. A SERIES OF LETTERS CHIEFLY BETWEEN TWO FEMALE FRIENDS. IN TWO VOLUMES.;"CR 39: 510 (June 1775); MR 53: 185 (Aug 1775)."
HE IS FOUND AT LAST;HE IS FOUND AT LAST: OR, MEMOIRS OF THE BEVERLEY FAMILY. IN TWO VOLUMES.;"CR 39: 510 (June 1775); MR 52: 187 (Feb 1775); AF II: 1865."
THE IRISH GUARDIAN;THE IRISH GUARDIAN. A PATHETIC STORY. IN FOUR VOLUMES. BY A LADY.;"CR40: 260-2 (Oct 1775);MR53: 515 (Dec 1775);AFII: 2211."
*JULIA BENSON;"*JULIA BENSON; OR THE SUFFERINGS OF INNOCENCE; IN A SERIES OF LETTERS, FOUNDED ON WELL-KNOWN FACTS, TENDING TO GUARD THE MIND FROM INDULGENCE OF ILLICIT PLEASURES, AND THE FATAL EFFECTS OF FEMALE RESENTMENT.";"CR41: 241 (Mar 1776); MR 53: 184 (Aug 1775);AF II: 2329."
*THE MARRIED LIBERTINE;"*THE MARRIED LIBERTINE; OR, HISTORY OF MISS MELVILLE.";
